sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
1/1/91,-0.006717079,-0.009948858,-0.009060399,-0.006612025,-0.022591258,-0.003430664,-0.00192994,0.001471591,0.004937948,0.00158077,0.006124068,-0.002876256,-0.005269547,-0.011745345,-0.008141587,-0.006389306,0.044688034,0.023605108,-0.6017,-243,-0.036456814,-0.001483556,-0.002548894,0.1,-0.3,0.002308137,0.025025368,0.033790681,0.025369194,0.04356192,-0.034091035,-0.001017317,-0.006138702,-0.002057009,-0.014971834,-0.003743705,-0.00582424,-0.000580636,0.000360555,-0.002752988,-0.004041265,-0.001406255,0.001362295,0.000324834,39.8,0,40.2,6.682108597,4.33073334,4.927253685,5.843544417,5.476463552,6.666956792,4.521788577,5.192956851,5.693732139,5.379897354,-0.029746096,-0.000202329,0.005954234,0.030993378,-0.000130822,0.002032071,0.001147823,-0.023330876,-0.10146454,-0.094313454,-0.012281193,-0.003054632,0.00536495,-7.87E-06,-0.009965844,-0.005133361,0.038922189,-0.004983082,-0.4,-0.7,-0.52,-0.42,-0.41,-0.03,0.01,-0.01,0.02,0.19,-0.69,-0.63,-0.27,0.79,1.18,2.13,3.54,-0.007834575,-0.001423086,0.006586307,-0.003712822,0.009811958,0.01231633,0.006820146,0.083573891,0.075819517,0.044729704,-1.39E-05,-0.000827897,-0.017417748,0.000542998,-0.002378122,0.000866831,0.003473261,-1.39E-05,-9.21E-06,0.000745263,0.00286196,0.010932856,-0.003593194,0.004008367,0.002569526,0.011024923,-1.34E-05,-0.018337806,-0.00693163,0.004627387,26.9318
2/1/91,0.000673418,-0.000327386,0.006160374,0.005901097,0.01623148,-0.007296568,-0.008714511,-0.009204631,-0.009632918,-0.023425301,-0.00508407,-0.007246227,-0.005552894,-0.007253269,-0.004638247,-0.007104541,-0.042759441,0.029675965,-0.6455,-107,-0.024898189,0.000515924,-0.001569826,0.2,0.5,0.03260388,0.036951396,0.046593091,0.051744095,0.040637646,0.095878523,-0.002947809,-0.007005968,0.000588149,-0.008686046,-0.006890389,-0.009235275,-0.003345214,-0.001862328,-0.004724348,-0.002915989,-0.005867954,-0.001513776,0.000432947,39.8,-0.1,40.1,6.872128101,4.442651256,5.583496309,5.955837369,5.429345629,6.748759547,4.564348191,5.278114659,5.831882477,5.393627546,0.005329878,0.002484039,-0.002462793,0,0.003480011,0.000249004,0.004333436,0.009484245,0.101068875,0.101190476,0.008269829,0.000471998,-0.002557448,-0.000764342,0.107030447,0.111522587,-0.375716719,0.115227431,-0.66,-0.61,-0.28,-0.35,-0.37,-0.23,-0.24,-0.21,-0.38,0.24,-0.31,-0.32,0.02,1.22,1.6,2.58,3.82,-0.002283555,-0.023940494,0.015133538,-0.00095201,-0.011452647,-0.014814925,-0.008591118,-0.106999586,-0.104681653,0.00942314,-0.002976744,-0.002384294,-0.001737354,-0.000630136,-0.003172088,0.001726927,-0.002123835,-0.002978961,-0.003030305,-0.003777866,-0.003283267,-0.002579295,-0.0043802,-0.002963835,-0.006017084,-0.015426508,-0.003652972,0.005396413,0.002150814,0.00014633,22.1126
3/1/91,0.001438219,0.000431532,0.011696255,-0.005798157,0.005651519,-0.005631252,-0.003593292,-0.00033068,0.000685094,0.005192175,-0.000685407,-0.001331668,-0.008146465,-0.012423139,-0.011823732,-0.007562658,0.025279526,0.007084038,-0.67,-60,-0.020829925,0.00172839,-0.00087508,0.2,0.2,-0.012914273,0.071067181,0.089012783,0.120844209,0.050684702,0.029719264,-0.001472565,-0.005297852,-0.000588149,-0.009786011,-0.004133801,-0.005426896,-0.002187706,-0.000454469,-0.002236237,-0.001625828,-0.002379991,0.000302939,0.000324588,39.7,0,40,6.825460036,4.700480366,5.411646052,5.983936281,5.247024072,6.814542897,4.634728988,5.313205979,5.866468057,5.529429088,-0.061953376,-0.002450643,-0.00996017,0,0.000792908,0.000154789,0.005248502,0.022351622,0.050358859,0.041666667,-0.0008085,0.000305734,-0.000187493,-0.000831808,0.027284073,0.032032722,-0.088199781,0.034226882,-0.13,-0.08,-0.03,-0.01,0.13,0.3,0.26,0.1,0.02,0.29,-0.21,-0.2,0.28,1.65,1.99,2.81,3.97,0.092762773,0.051152059,-0.075428689,0.001989534,0.002433129,0.004905496,-0.001816608,0.049492944,0.16284972,0.00680381,-0.000742115,-0.00550655,0.003098533,-4.09E-05,-1.01E-05,-0.003490381,-0.002784026,-0.000742666,-0.000756716,0,-0.000309045,-0.005524536,0.001814341,-0.000165123,0.001716002,0.000722649,0.002730999,0.012014608,0.002217715,0.01109016,19.041
4/1/91,0.003792739,0.00230331,-0.003314748,0.019512731,0.01010838,0.002652107,0.000562349,-0.001598591,0.000283926,0.021776031,-0.006747584,-0.000158479,0.0052438,0.011918513,0.006200667,0.004341343,-0.014334808,-0.019581132,0.2574,-14,0.004427383,0.002452669,0.003876812,-0.1,0.6,-0.04006877,-0.045025927,0.031777944,0.033985865,0.02901758,-0.064939725,-0.001936038,-0.004046986,-0.007233038,-0.008022258,-0.00274589,-0.002140079,-0.003656846,-0.001376318,-0.003228992,-0.00143447,-0.004606593,-0.003033523,-0.000162281,39.8,-0.1,40.1,6.908754779,4.564348191,5.497168225,5.998936562,5.552959585,6.820016365,4.682131227,5.33753808,5.897153868,5.463831805,0.041811699,-0.007562341,-0.00263767,-0.041324503,-0.002067238,-0.002095876,0.000932893,-0.00399544,0.032321813,0.037267081,-0.005306273,-0.00274669,0.0013903,-0.001112125,0.019682533,0.018609568,-0.060818437,0.025021023,-0.21,-0.34,-0.26,-0.21,-0.16,-0.07,-0.07,-0.07,-0.15,0.16,-0.26,-0.2,0.33,1.79,2.13,2.95,4.03,0.033975793,-0.001996362,-0.040161091,-0.003202495,0.004113539,0.004979263,0.006038999,0.032204709,0.080189036,0.004658725,0.002223046,0.006288697,0.008101115,-4.03E-05,0.007158331,-3.01E-06,-0.000694191,0.00148368,0.003025148,0.002259888,0.001619693,0.002320342,0.0071533,-0.000892273,0.004274602,0.010270429,0.001804157,0.02153663,0.003546403,-0.012485804,18.9272
5/1/91,0.000130314,-0.000311751,0.002528261,0.008168888,0.000353847,0.009948991,0.010391273,0.011686108,0.016991991,0.017293115,0.016954312,0.007025717,0.009396816,0.001710981,0.009650714,0.006873175,0.044448702,0.021011655,0.456,-9,-0.013059583,-0.002943925,-0.005680362,0.2,-0.6,0.062974799,0.022242753,0.020637789,-0.015606066,0.064283126,-0.044305852,-0.001061802,-0.003046024,-0.006987318,-0.008711941,-0.001346486,-0.001949508,-0.000439722,-0.000537044,-0.001528434,-0.001222862,-0.001845491,-0.002585749,0.000703026,39.8,0.1,40.2,6.903747258,4.762173935,5.379897354,5.905361848,5.686975356,6.898714534,4.672828834,5.384495063,5.96870756,5.616771098,0.025351116,-0.004433779,-0.004922235,-0.020662252,0.001505511,2.00E-05,-0.00052718,-0.008960465,-0.058527589,-0.063215185,0.000757061,-0.001683122,0.000451747,-0.000903962,-0.004461052,-0.000266601,0.016929561,0.001099838,-0.13,-0.15,-0.19,-0.1,-0.11,0,0.03,0,-0.08,0.14,-0.32,-0.17,0.35,1.92,2.29,3.08,4.08,0.01208036,0.008056426,-0.014913188,-0.003125817,0.002470154,0.001662511,0.003492687,0.009951278,-0.027522435,-0.023639511,0.001471084,-1.54E-05,0.007329343,-0.00118073,-0.000806574,0.001724118,0.0020635,0.002215917,0.002253053,0.000745373,0.002317217,-0.001482353,0.000621345,0.003788949,-0.004279725,-0.011723805,-0.000921782,-0.01699613,0.00195673,0.002330734,17.1804
6/1/91,0.005251318,0.005596698,0.000182959,-0.004488549,0.002158968,0.007944945,0.009928097,0.010467813,0.011947429,0.025464795,0.007365453,0.010194353,0.005463907,0.015895475,-0.000934457,0.009078272,0.032284269,0.007709225,0.6299,47,0.007132311,0.001227689,0.001693048,0,0.8,-0.05477323,-0.000698568,0.117585661,0.164503713,0.060399219,-0.042034512,0.000784919,-0.002080153,-0.005535207,-0.003757049,-0.001524301,-0.003518721,0.001464987,0.001540311,-0.000630035,-0.000505109,-0.000271683,-0.001066667,0.003399987,40.1,0.2,40.4,6.943122423,4.912654886,5.505331536,6.008813185,5.509388337,6.871091295,4.691347882,5.384495063,5.934894196,5.556828062,-0.032753508,-0.009516918,-0.003044878,0,0.002526199,-0.000517101,-0.000283981,0.011381318,0.050278183,0.052587448,0.003449623,0.001868901,-0.001781629,-0.001383576,0.000793357,0.001820362,9.64E-05,0.00787224,0.12,0.19,0.11,0.14,0.23,0.24,0.21,0.15,0.1,0.21,-0.33,-0.15,0.46,2.04,2.38,3.11,4.06,0.048417611,0.010977581,-0.043937703,-0.005231506,-0.004116244,-0.004157315,-0.000878346,-0.023953652,-0.070279199,-0.025055479,-0.00074862,-0.004695455,-0.004075961,0.001675739,-0.000798969,-0.001733082,-1.18E-05,-0.001486391,-0.002268386,-0.000757228,-0.002450607,-0.003892269,-0.002611095,-0.002102582,0.001701401,0.003658449,-1.30E-05,0.023300376,-0.005300427,0.006464174,17.575
7/1/91,-0.00225928,-0.00239475,0.004872673,0.012968246,0.003280919,0.002664527,-0.001754993,-0.000821248,-0.002398859,0.017158424,-0.009235501,0.005961049,0.008197705,0.011919575,0.013127499,0.005236148,-0.029513613,-0.006166925,0.3277,-113,-0.008865823,-0.001402064,-0.000603724,-0.1,0.1,-0.001751825,-0.020830409,-0.058948175,-0.106609735,-0.00090212,-0.024444743,-0.000387765,-0.002839525,-0.0081338,-0.006293287,-0.001702928,-0.001764015,-0.001611604,0.000256488,0.00018005,-0.000466481,-0.000629036,-0.001678493,0.001991443,40.1,0.2,40.5,6.968850378,4.663439094,5.480638923,6.084499413,5.627621114,6.880384082,4.709530201,5.416100402,5.96870756,5.505331536,0.129977935,0.014860808,-0.001222975,-0.010331126,-0.003560885,-0.001406506,-0.000202893,-0.006062658,-0.020197405,-0.026639344,-0.00287041,-0.005594913,-0.000555627,-0.000602172,0.005115236,0.005551576,-0.004999431,0.014711853,-0.08,-0.06,0.01,-0.05,-0.05,-0.03,-0.01,-0.01,-0.07,0.23,-0.24,-0.12,0.49,2.09,2.45,3.18,4.07,0.011956735,-0.013816181,0.000969403,0.004709585,-0.000828137,-0.001677084,-0.000882978,0.019006012,0.109341163,0.052364716,-0.001476002,0.007016961,-0.002432762,-0.001173039,-0.003160183,0.001715246,0.000671082,0.000730136,-0.000753848,-0.000752147,-0.000109935,0.009671304,-0.004976534,2.69E-05,-6.51E-06,0.00146789,0.000881939,-0.008393709,0.004142484,-0.00056596,17.6695
8/1/91,0.002000128,0.00146414,-0.001530417,-0.004222411,-0.005568544,0.000181047,0.000828854,-0.001348891,7.25E-05,-0.01476179,0.005313792,-0.004635392,-0.000625169,0.003418612,-0.000425177,0.001307609,-0.00549708,0.000272195,0.0117,-44,-0.008207157,-3.17E-05,-0.000714735,0.1,0.1,0.006988963,-0.018362352,0.029705154,0.009331327,0.052736296,0.031419894,0.000166203,-0.000622222,-0.008200502,-0.004006331,0.000587544,-0.00157063,0.003805068,0.000372956,4.50E-05,-0.000719585,5.44E-05,-0.00091673,-0.001668237,40.2,-0.1,40.6,6.955592608,4.787491743,5.472270674,6.061456919,5.568344504,6.850126166,4.736198448,5.379897354,5.926926026,5.472270674,-0.055910787,0.001337941,-0.000496882,0,0.000313817,-0.001580051,-0.003251903,-0.005642746,-0.00790907,-0.005988024,-0.002727759,0.000745217,-0.001388051,-0.00128562,0.02383076,0.021557826,-0.064372264,0.034775,-0.16,-0.33,-0.25,-0.31,-0.53,-0.48,-0.37,-0.25,-0.24,0.06,-0.33,-0.27,0.12,1.77,2.24,3.09,3.99,-0.01825225,-0.007381161,0.01966844,-0.003573767,0.004124393,0.006677108,0.00439638,-0.005036772,-0.046455969,-0.004403955,0.001463045,0.003045403,0.006471857,0.002207867,0.00236811,-0.004298122,-0.001377318,0.000723695,0.001492524,0.000743756,0.000730487,-0.008017819,0.006813152,-9.60E-05,-0.002547772,-0.000733945,-0.004482302,0.016638517,0.000324547,-0.003736849,15.9327
9/1/91,0.003123828,0.002730286,0.000473951,0.004267843,0.000951671,0.008328177,0.010850829,0.012989553,0.014405194,0.040499479,0.005232099,0.014548715,0.005162863,0.012621291,0.004702144,0.01024373,0.014904811,-0.003433235,0.7123,34,0.001774059,0.003955701,0.003772115,0,0.1,0.009243278,-0.006562182,0.014928661,0.010777625,0.019500406,-0.016587228,0.000240023,-0.001201094,-0.010115029,-0.001056971,-0.000881446,-0.001769912,0.000438116,0.000617403,-0.001351108,-0.000369718,-0.001336971,-0.001223616,-0.001293452,40.2,0,40.6,6.922643891,4.644390899,5.493061443,6.052089169,5.493061443,6.881411304,4.691347882,5.361292166,6.013715156,5.493061443,-0.026374457,-0.006874705,0.003762883,0,-0.002677089,0.000298008,-0.002976617,0.004984336,0.011807255,0.020044249,0.011253135,0.001646177,0.000174028,-0.001488834,-0.005665738,-0.008998619,0.02903768,0.006132874,-0.21,-0.15,-0.11,-0.14,-0.21,-0.29,-0.25,-0.14,-0.14,0.12,-0.23,-0.2,0.12,1.69,2.2,3.16,4.06,-0.026531352,-0.018567501,0.024864941,-0.007186079,-2.72E-06,-0.000838553,-3.09E-06,-0.004065965,-0.004671923,0.017527835,-8.57E-06,-0.008511282,-0.004855029,-0.001727515,-2.49E-06,0.001717475,0.002027174,-1.34E-05,-8.92E-06,0.000738766,0.001136248,0.004280926,-0.001545223,0.001616292,0.002541297,0.001466276,0.002679769,-0.060038229,-0.015179148,0.006629708,17.029
10/1/91,0.001372334,-0.002021171,-0.004035761,0.001009072,-0.006486705,-0.001003942,-0.003499479,-0.003132475,-0.002370023,-0.004392338,-0.00164127,-0.006722683,0.002134001,-0.002435023,0.007190785,-0.000949614,-0.022663097,-0.019888571,-0.1867,-131,-0.019329661,-6.32E-05,-0.001085998,0.1,0.4,-0.001438642,0.016325412,0.054931043,0.07164377,0.03627768,-0.004131018,0.000193823,-0.002138848,-0.009440602,-0.006365394,-0.000646888,-0.00197025,0.001313198,0.000803218,-0.00112732,-0.000993078,-0.001494548,-0.000306138,0.002692806,40.2,0,40.6,6.983789965,4.804021045,5.446737372,6.135564891,5.572154032,6.898714534,4.804021045,5.433722004,5.950642553,5.545177444,0.010618697,-0.007318846,0.001665179,0,0.006158214,0.001578578,0.000122501,-0.001265149,-9.57E-05,0.001785359,-0.00282572,0.001006989,-0.001462564,-0.001274995,-0.000826788,-0.003753414,-0.004278132,0.016476888,-0.24,-0.22,-0.23,-0.21,-0.24,-0.27,-0.12,-0.06,-0.02,0.14,-0.22,-0.17,0.12,1.66,2.32,3.34,4.28,-0.001487291,-0.026614738,-0.001971244,-0.008035718,0.001639327,0.001658357,-0.001755927,0.031186189,0.053075087,-0.010508738,-0.001465189,-5.92E-07,-0.00241903,-0.000590027,-0.001576044,-0.000858738,-0.002047467,-0.001467846,-0.002238526,-0.001492524,-0.001574521,-0.000682447,-0.002322377,-0.001445107,-0.00085068,-0.001466276,0.000882122,0.034461579,0.008480912,0.00467113,16.8463
11/1/91,0.001722119,0.002522144,0.004728055,-0.003242739,0.005226189,-0.001287675,0.001194156,0.000354623,0.001433795,0.002948294,0.000901444,-0.000367272,-0.004407787,0.001665462,-0.010104776,-0.002064899,0.052897583,0.006266475,-0.2855,45,0.001916728,0.000465772,-0.000254701,0,0.4,-0.003750185,0.000719424,0.029875261,-0.044451763,0.108109769,0.052191767,-0.000563112,-0.004560298,-0.010787254,-0.01242252,-0.002237928,-0.003952184,0.000291588,0.000476969,-0.000902772,-0.000896564,-0.001231566,0.000153081,0.001826975,40.2,0.1,40.7,7.005789019,4.795790546,5.429345629,6.156978986,5.641907071,6.891625897,4.804021045,5.398162702,5.986452005,5.493061443,0.017394841,-0.002215977,0.000831551,0,0.001376328,5.70E-05,-0.002780392,0.012238866,0.01891808,0.0153475,-0.004754296,-0.000190561,0.005608023,-0.000749359,-0.002484473,-0.005304936,0.00098601,0.015262522,-0.4,-0.37,-0.43,-0.43,-0.44,-0.25,-0.11,-0.07,-0.04,0.17,-0.25,-0.2,0.08,1.81,2.61,3.67,4.64,-0.029732013,-0.008757204,0.032263626,0.002037112,0.00080656,0.000815769,0.000876808,-0.025090107,-0.094237116,-0.012303201,0.002904854,0.006125003,0.006443831,-3.06E-05,0.004713284,0.001715266,0.000666323,0.002171512,0.003710026,0.002958567,0.000329876,-0.000500566,0.0054037,-0.001623365,-0.000846379,0.000732333,-0.002673398,-0.00952671,-0.006674852,-0.00214415,17.6815
12/1/91,0.008488342,0.006724047,0.00171046,-0.012812344,-0.000836933,-0.004382794,-0.00750437,-0.00966436,-0.012660016,-0.008823833,-0.014011793,-0.00134157,-0.000448989,-0.000512382,0.006343434,-0.002378057,-0.060042956,0.014229816,-0.3201,21,-0.00686637,-0.000292069,-0.00258464,0.3,0.6,0.003750185,0.011440954,0.062051989,0.033702824,0.088947486,0.02516344,0.000295443,-0.001883831,-0.006149014,0.001507484,-0.002656671,-0.004166673,-0.000437413,0.000860295,-4.52E-05,-0.000448584,0.000280743,-0.000612464,0.000751315,40.3,-0.1,40.7,6.983789965,4.94875989,5.505331536,6.102558595,5.501258211,6.966967139,4.727387819,5.480638923,6.068425588,5.620400866,-0.067702322,-0.004622199,0.005394281,0.030993378,-0.000339926,0.000383005,-0.000901196,0.004820967,0.015550837,0.016069895,0.004055487,-0.000401937,0.000988625,-0.001368349,0.006688815,0.006637701,-0.02799317,0.029078144,-0.38,-0.37,-0.49,-0.51,-0.51,-0.43,-0.33,-0.17,-0.19,0.18,-0.36,-0.33,-0.05,1.76,2.66,3.88,4.83,-0.034964381,-0.012361628,0.026396121,0.014493644,-0.004910661,-0.005795053,-0.001753617,-0.024147028,-0.107272757,-0.015526101,-0.001465091,-0.00918664,-2.32E-05,0.001062673,-0.002364947,-0.000858735,0.001330045,-0.000740665,-0.002234594,-0.00149242,0.000297472,-0.006025982,-0.002432211,0.002683938,0.001684208,0.004379033,-7.89E-07,-0.000463385,0.021077862,-0.00295724,18.0185
1/1/92,0.004988804,0.002907552,0.014475742,0.019185127,0.018865896,-0.005232277,-0.008899443,-0.011746035,-0.009601946,-0.043842172,0.002127233,-0.017069833,-0.000639077,-0.004727467,0.000650516,-0.005542157,-0.033308123,-0.003896424,-0.5986,-140,-0.017904542,0.004702185,0.004349236,0,0.7,-0.021831751,0.004610755,0.056466612,0.034693745,0.076148063,-0.039636782,0.000378409,-0.002742376,-0.006664576,0.004294617,-0.004562295,-0.006783068,-0.001313389,0.0011846,-0.001446197,-0.002187287,-0.000467949,-0.001379416,0.002518151,40.2,0,40.6,7.069874128,5.017279837,5.673323267,6.118097198,5.634789603,6.981934677,4.844187086,5.572154032,6.045005314,5.579729826,0.042360224,-0.003382061,-0.005876255,-0.030993378,0.00429353,0.000676516,0.001924298,-0.027972576,-0.038815244,-0.043648871,-0.007747235,0.002069277,0.001069209,-0.000772256,0.06855864,0.074390216,-0.198460338,0.09289982,-0.4,-0.54,-0.27,-0.23,-0.23,0.05,-0.06,-0.11,-0.13,0.04,-0.23,-0.16,0.12,2.21,3,4.17,5.1,0.013192993,-0.020340669,-0.010010534,0.009028623,-0.001638671,-0.001662493,-0.004400249,0.01490408,0.104306915,-0.017861824,-0.002175225,0.003821755,-0.008812513,-4.30E-05,-0.004696675,0.001708669,-0.002025352,-0.002894879,-0.002219757,-0.002952032,-0.001137482,0.006380535,-0.005125046,-0.000999125,-0.003370552,-0.004383299,-0.003553189,0.002782588,-0.013106217,-0.003110653,17.4995
2/1/92,0.004969049,0.005572261,0.001128294,0.002512045,0.000718837,0.006988022,0.009160622,0.011616505,0.01012048,0.041402958,-0.000506443,0.019919398,0.004272168,0.018108064,-0.004669907,0.008713795,0.026116635,-0.016038143,0.5157,108,0.006170679,-0.000424415,-0.001908956,0.1,0.6,-0.036258654,0.043959318,0.039095014,0.028132215,0.04870214,0.007262855,-0.000535352,-0.003201446,-0.00670929,-0.011854865,-0.000594036,-0.000100095,-0.001315117,0.000150878,4.52E-05,-0.000743204,0.000413367,0.000460017,5.35E-05,40.3,0,40.7,7.13089883,4.941642423,5.758901774,6.208590026,5.690359454,7.044032897,4.859812404,5.739792912,6.068425588,5.613128106,0.002730018,-0.006020672,0.001616919,0,0.001297666,0.00287943,0.003389211,0.001160782,-0.016201765,-0.012602914,0.001502712,-0.000406001,0.000422861,-0.000839389,-0.0084959,-0.00503933,0.034794773,0.012829316,0.03,0.04,0.04,0.06,0.14,0.34,0.31,0.09,0.1,0.05,-0.22,-0.13,0.23,2.52,3.28,4.23,5.17,0.036507551,0.017677008,-0.017397562,0.021713966,0.004911996,0.006633505,0.008798187,0.024536054,0.045621399,0.09221636,0.001443521,-0.000765402,0.003201921,0.000496543,0.003914509,-0.000858715,-0.000674038,0.001440402,0.00221484,0.001472754,0.001173049,0.000197997,0.004239498,0.000128368,0.002525607,-0.005835703,0.007989365,0.014532921,0.004706604,-0.002217099,17.0505
3/1/92,0.001653129,0.000812147,0.001824067,0.004016846,-0.003000606,0.00827918,0.008511916,0.008993647,0.009105978,0.020377646,0.005179752,0.01174499,0.007988615,0.011295253,0.014041787,0.010141541,-0.008829023,0.004800312,0.6213,140,0.01461104,0.003116038,0.003315009,0,0.4,0.04037026,-0.052845106,0.004390098,-0.036518009,0.03856593,-0.029140527,0.00049844,-0.000677675,-0.002246471,0.001949529,-0.001427128,-0.002104315,-0.000438757,0.000800432,4.52E-05,-0.000508826,1.56E-05,0.000153292,0.001390226,40.3,0.1,40.7,7.167809184,4.919980926,5.793013608,6.269096284,5.717027701,6.986566459,4.812184355,5.579729826,6.098074282,5.517452896,0.046819601,-0.004805881,0.0038525,-0.03,-0.003772737,-0.004398354,-0.002448881,0.018917875,0.030542498,0.028956508,0.002367274,-0.001323462,-6.43E-05,-0.000498208,-0.012684334,-0.012359881,0.047815179,0.006893824,-0.08,0.19,0.2,0.25,0.34,0.37,0.2,0.06,0.02,0.32,0.06,0.2,0.65,2.97,3.56,4.37,5.27,0.035950592,0.039641115,-0.030845489,0.008672643,-0.001638671,-0.003316753,-0.002642782,-0.029630436,-0.013423314,-0.026707927,0.001434164,0.001523808,0.004810912,-0.00058425,0.001558832,0.002547031,0.001326667,0.000713468,0.00073067,0.001466263,-0.000111513,-0.002492219,0.001266152,-0.000198603,0.000836449,0.011669818,-0.003555534,-0.016313105,0.001663424,-0.003777604,16.2227
4/1/92,0.003730319,0.002750595,0.000839383,0.006642007,0.006016521,0.007593053,0.007433477,0.007598764,0.009343928,0.018506967,0.006124598,0.009584492,0.007794465,0.00652232,0.001706617,0.005383357,0.042438987,0.006027687,0.2372,-104,-0.009558765,0.001855586,0.002384073,0,0.3,-0.034589018,0.007114936,-0.020867023,-0.032088315,-0.011928571,-0.026542402,0.001420114,0.000225943,-0.006284768,-0.003902867,0.001545963,0.000802166,0.002629658,0.001726286,0.000497321,-0.002312548,0.001472668,0.001378571,0.001281572,40.5,0,40.8,7.002155954,4.812184355,5.468060141,6.165417854,5.572154032,6.960347729,4.770684624,5.493061443,6.052089169,5.590986981,0.036364669,0.001939254,0.003350988,0,-0.004801911,-0.002381042,-0.003397535,-0.020674781,-0.130434942,-0.123166549,-0.001042702,0.005801337,-0.004493395,-0.001173251,0.000122734,-0.000680841,-0.000371169,0.023430647,-0.25,-0.26,-0.29,-0.31,-0.33,-0.17,-0.06,-0.02,-0.04,0.31,0.02,0.14,0.57,3.05,3.75,4.6,5.48,0.006603299,0.00508105,0.018848966,-0.004537442,-6.67E-07,0.000827472,0.000876038,0.025575878,0.071968592,-0.011821281,-0.001446613,-0.006867619,0.000780495,-0.000573325,-0.002345275,-0.001710064,-1.11E-05,-8.25E-06,-8.65E-06,-0.000740409,0.000278758,0.002608763,-0.00215571,0.000777284,0.000830136,-0.005835702,0.001758993,0.037146874,-0.005843294,0.001087972,16.1885
5/1/92,0.005328848,0.005492975,0.005145885,-0.008738495,0.005467423,0.003221247,0.00549809,0.005803754,0.006482119,0.030804182,-0.002188937,0.007924681,0.000351933,0.01044067,-0.004866493,0.005787088,-0.024265027,-0.008540309,0.2628,94,-0.000537935,0.002172215,-0.000430741,0.2,0.4,0.036053361,-0.011766939,0.095600582,0.056352937,0.125499221,-0.002034345,0.00119723,0.000135541,-0.004861458,0.000434405,0.000237628,0.000200441,0.000291758,0.001469049,-0.000678227,-0.002042621,-0.000116799,0.001835144,0.000746826,40.4,0.2,40.9,7.101675972,4.820281566,5.700443573,6.216606101,5.669880923,6.962243464,4.828313737,5.552959585,6.03787092,5.537334267,0.010803487,0.001911997,-0.000536042,-0.01,-0.000372134,0.00091103,-0.002463258,0.011671364,0.078442498,0.069472688,0.001324466,-0.006632858,0.003654472,-0.000825064,0.018000535,0.012694351,-0.053946282,0.037698026,0.09,-0.16,-0.12,-0.12,-0.11,-0.09,-0.09,-0.05,-0.08,0.06,-0.19,-0.07,0.37,2.87,3.57,4.46,5.31,-0.019069712,-0.020949612,0.029670442,0.009805233,0.002443327,0.003299649,0.00174518,0.011932337,-0.033948779,-0.008900005,-4.63E-06,0.011442559,-0.00240283,-0.001622835,0.001555813,-0.000851404,-0.000671699,-8.20E-06,-0.000739861,-4.82E-06,-0.001382393,-4.09E-05,0.000975557,-0.002552954,-0.002514316,-0.00072648,-0.000889976,-0.05294144,0.000206787,0.00433052,14.728
